ID-ES,TERM-ES,,ID,TERM,Qualifier,,FINAL DEFINITION,BIBLIOGRAPHY,SYNONYMS,Observations,"OTRAS OBSERV
"
613,Terciopleo de Génova,,613,Geneva Velvet,,,"It refers to a type of velvet produced in Genova in multicoloured silk with large S-shaped curved lines on a lowered ground. In this combination the parts of cut pile form relief and are curly by contrasting the lower parts of the drawing. Frequently, 16th century Genovese velvets were decorated with reduced floral motifs, compared to other decorations of the same period.",,,,
614,Terciopelo de Lyon,,614,Lyon Velvet,,,"It refers to a silk velvet with four negative twill basement. Lyon velvet was analogous to the Spanish velvets of the 16th and 17th centuries. Lyon velvet used to be woven at 20, 25 and 30 covers, for a 50 cm width, and the warp density varied from 18 to 30 irons per centimeter.",,,,
615,Terciopelo del Norte,,615,Velours du Nord,,,"It refers to the fabrics woven in the industrial region of Northern France, especially in Amiens, which were the competition of those from Lyon. The pile of these velvets is taller than those of Lyon, but they do not have a surface as thin and bushy as those.",,,,
616,Aguja,,616,Needle,,,"n. It is a term inherited from Germanic. From previous forms in Old English as ""nedl"" ""nethl"" and Middle English ""nedil"" ""nedille"" among others. It refers to a slender pointed instrument for piercing and drawing thread through cloth, etc., having a hole or eye at one end for thread to pass through.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
617,Algodón,,617,Cotton,,,"n. From previous forms as the Middle English ""coton"" ""cotoun"". It refers to a white fibrous substance, a vegetable seed fiber, soft and downy like wool. It consists of unicellular hairs attached to the seed of several species of the genus ""Gossypium"". The chemical composition of cotton is almost pure cellulose, and a distinct feature of the mature fiber is its spirality or convolutions. It is used mainly for making cloth and thread, and for diverse purposes in the arts.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989; [www.oed.com]; Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015.",,,
618,Seda,,618,Silk,fiber,,"n. A term from the Old English ""sioloc"" ""seoloc"" and Latin ""sēricus"" ""Sēres"". It refers to the strong, soft, lustrous and continuous fibre formed primarily of fibroin filaments, secreted by silk caterpillars.","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980;  Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com];  Tortora, Phyllis, y Ingrid Johnson. The Fairchild Books Dictionary of Textiles, 2015; Phipps, Elena. Looking at Textiles. A guide to technical terms. Los Angeles: Getty Publications, 2011.",,,
619,Azul de Prusia,,619,Prussian blue,,,"By compounding, formed within English. It refers to a deep blue pigment used in painting but also in textile dying. ","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]",,,
620,Azul de Sajonia,,620,Sajonia blue,,,A denomination for prussian blue that denotes the procedence of this dye.,,,,
,,,,,,,,,,,
622,Cartón ,,622,Jacquard paper,,,"In the Jacquard machine, each tablet of cardboard, in which perforations are alternated with unperforated spaces. It adapts to the prism keys or cylinders carrying drawings, thus deciding on each pass, which needles will move and which will not, to control the movement of the threads in each draft. Each cardboard represents a different pick.","
",board,,
623,Cordón,,623,Cord,,,"n. From the French ""corde"". From previous forms as ""coorde"" ""corde"" ""coarde"". It refers to a thread composed of several strands twisted or woven together in different directions.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press; Oxford; New York: Oxford University Press, 1989. [www.oed.com]",,lanyard,
624,Dejado,,624,Laissé,,,"It refers to the thread that passes below the pick where it crosses, that is, the weft passes over the warp. In the grid representation of the weaves, the laissé corresponds to the blank boxes.",,,,
625,Tomado,,625,Pris,,,It refers to the warp thread that passes over a weft pick. In the grid representation corresponds to the squares marked with a black sign or fillings.,,,,
,,,,,,,,,,,
627,Hilo de oro ,,627,Gold thread,,,"Thread composed of a gold lamella, approximately 1mm wide rolled or wound around a silk core. Used in the weft to enhance some motifs of the designs.",,"gold threads, thread gold",,
628,Hilo de plata,,628,Silver thread,,,"Thread composed of a silver lamella, approximately 1mm wide rolled or wound around a silk core. Used in the weft to enhance some motifs of the designs.",,"thead silver, silver threads",,
629,Tapicería,,629,Upholstery,,,"n. A term which defines the process by which fabrics and materials are used in the covering and stuffing of furniture, that is, the application of textiles to the decoration and furniture of a room. It includes the provision of all those components of a room that rely principally on textiles.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press; Oxford; New York: Oxford University Press, 1989. [www.oed.com];  Campbell, Gordon. The Grove Encyclopedia of Decorative Arts. Oxford University Press, 2006.",,,
630,Tapicería fina,,630,Fine upholstery,,,"It refers to a higher quality upholstery, woven in silk and wool, and with a lower number of metallic threads.",,,,
,,,,,,,,,,,
631,Tramar,,631,Weave,action,,"It refers to the action of crossing the weft threads among the warp ones, to weave a textile.",,,,
632,Seda ocal,,632,Doubled silk,,,"A type of strong and inferior quality silk, which is taken out of the doubled cocoon which is the one that houses more than one larva.",,,,
,,,,,,,,,,,
634,Cadarzo,,634,Cadarzo,object,,A term in Spanish referring to a narrow ribbon which is made from waste fibers.,,,,
635,Mezclilla,,635,Mezclilla,,,"A term in Spanish which refers to textiles with combining colour effects. It could be by combining weaves or by combining threads of different colours, or both techniques at the same time. ",,,,
636,Tusor,,636,Tussor,,,"n. A term from the Hindi and Urdu ""tasar"" and the Sanskrit ""tasara"". It denotes a coarse brown silk made in and imported from India.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com]","tussore, tussah silk",https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=COM:2009:0031:FIN:EN:PDF // https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=COM:2009:0031:FIN:ES:PDF //https://www.oxfordreference.com/view/10.1093/acref/9780190491482.001.0001/acref-9780190491482-e-8025?rskey=nISQZs&result=3,
637,Ligamento simple,,637,Plain weaving,,,"It refers to the weavings which serve as the foundation for the formation of others. They are formed by a single weave, that is, those that have only one step and one base or two bases of evolution. They are divided into fundamentals and derived.",«Tesauros - Diccionarios del patrimonio cultural de España - Diccionario de Materias». http://tesauros.mecd.es/tesauros/materias.html.,,Weaves        Basketweave Charvet Coverlet Dobby Double weave Even-weave Lampas Leno weave Oxford Pile weave Piqué Plain weave Satin Shot Twill Gabardine,
638,Ligamento compuesto,,638,Composite weaving,,,It refers to those weaves that are formed by the combination of plain weaving or by that of two or more plain or different weaves.,«Tesauros - Diccionarios del patrimonio cultural de España - Diccionario de Materias». http://tesauros.mecd.es/tesauros/materias.html.,,,
639,Ligamento fundamental,,639,Fundamental Weave,,,"It refers to those weaves that are used as foundation of others. There are three of them: plain weave (or tabby), twill and satin. They are characterized by having the regular stepping, the fundamental evolution base, the square course and a stepping point in each thread and in each pass.",«Tesauros - Diccionarios del patrimonio cultural de España - Diccionario de Materias». http://tesauros.mecd.es/tesauros/materias.html.,,,
640,Ligamento derivado,,640,Derived Weave,,,"It refers to those weaves that are obtained by extension or modification of the fundamental ones, or by the application therein based on certain or appropriate evolutions. They are classified as derivatives of plain weave, twill and satin.",,,,
641,Sarga batavia,,641,Batavia Twill,,,"n. A type of twill which follows the structure 2/2, that means that the two weft threads go over two warp threads and after, under.",,,,
642,Área de tejido,,642,Cloth area,,,"It refers to any of the parts of a textile, fabric or cloth.",,,,
643,Atributos según modificaciones del tejido,,643,Textile modifications attributes,,,"When referring to the physical characteristics of a fabric, the expression is used to describe them. They are often easily appreciated although they are not quantifiable by an established standard.",,,,
644,Lana,,644,Wool,,,"n. By wool we mean the covering coat of the domesticated sheep, that can also be known as fleece. The coat is removed from the animal, cleaned up and processed to produce a fibre to be woven. We can find different types of wool, like the Merino, which comes from a specific breed of sheep and the lambwool, which comes from lambs. There exists also wool from camelides.  ","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980;  Will Manley, Katharine Foot, and Andrew Davis. A Dictionary of Agriculture and Land Management. Oxford University Press, 2019. ",,,
645,Elementos interfuncionales ,,645,Interfunctional elements,,,All those elements or actions that take part in the weaving process and the relation among them.,,,,
646,Urdidor,,646,Warping person,,,It refers to the person who prepares the threads in the warp to pass them to the loom.,,,,
647,Devanador,,647,Winding person,,,It refers to the person who performs the function of winding.,,,,
649,Tejido,,649,Cloth,,,"n. From the Old English ""cláð"" and Middle English ""cloð"" ""cleth"" ""cloth"". It is a general term to refer to any type of fabric or textile.","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre International d’Etude des Textiles Anciens, 1964.",,,
650,Tejer,,650,Weave,tecnique,,"v.  The action of making a textile or fabric, manually or in a loom, following an interlace of warp and weft in the diverse existing combinations.","CIETA. Vocabulary of technical terms of fabrics (English, French, Italian, Spanish). Lyon: Centre  International d’Etude des Textiles Anciens, 1964;  Campbell, Gordon. Stevenson, Angus, ed. Oxford Dictionary of English. 3rd ed. Oxford University Press, 2010.",,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
654,Estilo bizarro,,654,Bizarre silks,,,"A style (circa 1695-1720) which is made of silk with symmetrical designs of flowers and foliage, influenced by oriental textiles but produced in Europe (Lyon, France and London. ","Clarke, Michael. The Concise Oxford Dictionary of Art Terms (2nd ed). Oxford: Oxford University Press, 2010. (online)",,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
662,Muaré,,662,Moiré,,,"As a noun, it refers to a type of fabric that has gone thorugh a process of heat and pressure which gives a rippled effect to the fabric. When as an adjective it refers to any fabric with a resemblance or with a moiré effect, that is, a fabric which resembles the rippled effect.","Simpson, John; Weiner, Edmund (eds). The Oxford English Dictionary. Oxford : Clarendon Press ; Oxford ; New York : Oxford University Press, 1989. [www.oed.com];  Stevenson, Angus, ed. Oxford Dictionary of English. 3rd ed. Oxford University Press, 2010.",,,
