ID-ES,TERM-ES,INITIAL DEFINITION,QUALIFIER,FINAL DEFINITION,BiBLIOGRAPHY,SYNONYMS,ASSOCIATED TERMS,FACET,HIERARCHY (PARENT),skos:exactMatch,skos:closeMatch,"
",A MEJORAR EN LA GETTY,,,,,,,,,,
482,Sarga compuesta,"Estos ligamentos muy utilizados para toda clase de tejidos, son unos deriados de la sarga que se obtienen mezclando la sarga fundamental con bases de evoluciones diversas para producir batavias, romanas, diagonales, satinas, etc. dentro del mismo curso del ligamento. ",,Compuesta por dos o más ligamentos de sarga. Se obtienen mezclando la sarga fundamental con bases de evoluciones diversas.,"Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949;  Giner Bressó, Ramón. Escuela Textil del Colegio del Arte Mayor de la Seda de Valencia. Apuntes de tecnología textil. València: Generalitat Valenciana, 1998; Galcerán Escobet, Vicente. Tecnología del tejido, Tomo primero: teoría de tejidos. Tarrasa: Editograf Pina, 1960; Canalejas Romá, Ricardo. Tejidos de Calada. Alcoy: Librería Lloréns, 1999.",,6,"http://vocab.getty.edu/aat/300264090, http://data.silknow.org/vocabulary/facet/twill",238,,,,,,,,,,,,,,"482--Sarga compuesta--Estos ligamentos muy utilizados para toda clase de tejidos, son unos deriados de la sarga que se obtienen mezclando la sarga fundamental con bases de evoluciones diversas para producir batavias, romanas, diagonales, satinas, etc. dentro del mismo curso del ligamento. "
483,Título,Del lat. titŭlus. Designación del grueso de los hilos por medio de unidades de medida que se diferencia según la naturaleza de ellos,,"Del lat. titŭlus. Designación del grueso de los hilos por medio de unidades de medida que se basan en la relación que existe entre la longitud y el peso del propio hilo. Existen distintas  unidades de medida, cuyo uso está marcado por la zona geográfica y el tipo de materia. Todas ellas se engloban en dos sistemas: el directo, donde la longitud es constante y el título varía en función del peso; y el indirecto, donde el peso es constante y el título varía en función de la longitud.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; «enciclopèdia.cat | El cercador de referència en català». Accedido 18 de enero de 2019. https://www.enciclopedia.cat/; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",número,484,http://vocab.getty.edu/aat/300264086,http://vocab.getty.edu/aat/300163707,,,,,,,,,,,,,,483--Título--Del lat. titŭlus. Designación del grueso de los hilos por medio de unidades de medida que se diferencia según la naturaleza de ellos
484,Denier,"Unidad de base para expresar el grosor de los hilos de seda. El número de ""deniers"" indica (desde el Congreso de París de 1900) el peso en gramos de 9000 m. de hilo crudo",,"Es la unidad de medida que sirve para expresar el grosor de los hilos de seda. El número de ""deniers"" indica (desde el Congreso de París de 1900) el peso en gramos de 9000 m. de hilo crudo. Era la unidad base de peso en el sistema de numeración de Lyon para la seda.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963;  Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969; «enciclopèdia.cat | El cercador de referència en català». Accedido 18 de enero de 2019. https://www.enciclopedia.cat/; Bandrés Oto, Maribel. El vestido y la moda. Larousse, 1998.",,370,http://vocab.getty.edu/aat/300264086,483,,,,,,,,,,,,,,"484--Denier--Unidad de base para expresar el grosor de los hilos de seda. El número de ""deniers"" indica (desde el Congreso de París de 1900) el peso en gramos de 9000 m. de hilo crudo"
485,Cabo,Término usado para designar uno de los hilos unidos por torsión ,,"Del lat. caput 'cabeza'. Se refiere al conjunto de hebras unidas por torsión que forman un hilo simple. Por tanto, también cada hilo simple que compone un hilo compuesto.","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969",,382,http://vocab.getty.edu/aat/300264091,268,,,,,,,,,,,,,,485--Cabo--Término usado para designar uno de los hilos unidos por torsión 
,,,,,,,,,,,,,,,,,,,,,,,----
487,Filamento,"Cuerpo filiforme, flexible o rígido ; Material semejante a un hilo, tenue y flexible, de longitud considerable o indefinible. ",,"Del b. lat. filamentum, der. de filum 'hilo'. Cuerpo filiforme de longitud variable, flexible o rígido, natural o fabricado por el hombre, que es sometido a una serie de procesos y que constituye la unidad fundamental en la fabricación de los hilos.","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969",brin,,http://vocab.getty.edu/aat/300264091,268,,,,,,,,,,,,,,brin
488,Lino,Fibras extraídas de la corteza de plantas de la familia de las Lináceas. Hilo formado de estas fibras,,"Del lat. linum. Planta herbácea, anual, de la familia de las lináceas, con raíz fibrosa, tallo recto y hueco. De su tallo se extraen  las fibras que se utilizan para producir la hilaza de lino.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963;«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; D«Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/); Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969",,"214, 209, 213, 103, 137, 138, 147, 155, 364, 377, 381","http://vocab.getty.edu/aat/300264091, http://data.silknow.org/vocabulary/facet/vegetal_fibres",214,,http://vocab.getty.edu/aat/300014069,,,,,,,,,,,,488--Lino--Fibras extraídas de la corteza de plantas de la familia de las Lináceas. Hilo formado de estas fibras
489,Lustrado,,,"Del lat. lustrāre 'purificar'. Término usado para describir una superficie brillante aplicando calor, presión o una acción química a un tejido, o una sustancia de lustrado.","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",abrillantado,"536, 92, 296",http://vocab.getty.edu/aat/300264087,http://vocab.getty.edu/aat/300193855,,,,,,,,,,,,,,489--Lustrado--
490,Gobelino,"El nombre de uno de los grandes centros de tejido de tapices de Europa; a veces se usa como un término general para tapices pictóricos tejidos a menudo y se encuentra a menudo en la literatura más antigua como un término para la técnica de tapicería.
",,"El nombre de uno de los grandes centros de tejidos de tapices de Europa; a veces se usa como un término general para tapices pictóricos tejidos, y se encuentra a menudo en la literatura más antigua como un término para la técnica de tapicería.","Castany Saládrigas, Francisco. Diccionario de tejidos. Etimología, origen, arte, historia y fabricación de los más importantes tejidos clásicos y modernos. Gustavo Gil S.A., 1949;  «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.","paño de ras, paño de arrás, tapiz de alto listo ",,http://vocab.getty.edu/aat/300264092,608,,,,,,,,,,,,,,"490--Gobelino--El nombre de uno de los grandes centros de tejido de tapices de Europa; a veces se usa como un término general para tapices pictóricos tejidos a menudo y se encuentra a menudo en la literatura más antigua como un término para la técnica de tapicería.
"
,,,,,,,,,,,,,,,,,,,,,,,----
492,Telar manual,,,"Cualquier tipo de telar o dispositivo para tejer, accionado total o parcialmente por la fuerza humana, ya  sea a través de  las manos o los pies.","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969; Blanxart y Pedrals, Daniel. La Industria Textil. Barcelona: Imp. A. Ortega, 1946; Gürtler, Max, and W. Kind. La Industria Textil. Barcelona: Editorial Labor, S.A., 1930
",telar de mano,,http://vocab.getty.edu/aat/300264092,450,http://vocab.getty.edu/aat/300023505,,,,,,,,,,,,,492--Telar manual--
493,Intervalo,"En el raso, distancia de los puntos de ligadura colocados sucesivamente en el curso del ligamento. El intervalo es el número de hilos que en la haz trama separa un punto de ligadura del que viene a su derecha en la pasada siguiente. Resulta, pues, igual al escalonado menos uno

En el raso, distancia de los puntos de ligadura colocados sucesivamente en el curso del ligamento. Se cuenta desde la parte inferior izquierda a la parte superior derecha en la tram, y desde la parte inferior derecha a la parte superior izquierda en la urdimbre. En los rasos regulares, la interrupción es constante y se expresa de una sola manera, por ejemplo, 8-endsatin interruption 4. En los rasos irregulares, es variable y debe expresarse en longitud",,"Del lat. intervallum. En el raso, distancia de los puntos de ligadura colocados sucesivamente en el curso del ligamento. Se cuenta desde la parte inferior izquierda a la parte superior derecha en la trama, y desde la parte inferior derecha a la parte superior izquierda en la urdimbre. ","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,"237, 442",http://vocab.getty.edu/aat/300264090,645,,,,,,,,,,,,,,"493--Intervalo--En el raso, distancia de los puntos de ligadura colocados sucesivamente en el curso del ligamento. El intervalo es el número de hilos que en la haz trama separa un punto de ligadura del que viene a su derecha en la pasada siguiente. Resulta, pues, igual al escalonado menos uno

En el raso, distancia de los puntos de ligadura colocados sucesivamente en el curso del ligamento. Se cuenta desde la parte inferior izquierda a la parte superior derecha en la tram, y desde la parte inferior derecha a la parte superior izquierda en la urdimbre. En los rasos regulares, la interrupción es constante y se expresa de una sola manera, por ejemplo, 8-endsatin interruption 4. En los rasos irregulares, es variable y debe expresarse en longitud"
494,Ligamento ligero,Del fr. léger. Término utilizado en la descripción de un ligamento para indicar que está ejecutado accionando el mínimo número de hilos o de lizos permitidos por aquel ligamento,,"Del fr. léger. Es todo ligamento cuyo número de dejos es superior al número de tomos, es decir, está ejecutado accionando el mínimo número de hilos o de lizos permitidos por aquel ligamento.","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Casa Aruta, Francisco. Diccionario de la industria textil. Barcelona: Labor, 1969; Blanxart y Pedrals, Daniel. La Industria Textil. Barcelona: Imp. A. Ortega, 1946.",,,http://vocab.getty.edu/aat/300264091,318,,,,,,,,,,,,,,494--Ligamento ligero--Del fr. léger. Término utilizado en la descripción de un ligamento para indicar que está ejecutado accionando el mínimo número de hilos o de lizos permitidos por aquel ligamento
495,Plomo,Barrita de plomo o de hierro suspendida al extremo de una malla para tensar la arcada que la mantiene  atada a la cuerda del ramo,,"Del lat. plumbum, voz de or. hisp. Barrita de plomo o de hierro suspendida al extremo de una malla para tensar la arcada que la mantiene atada a la cuerda del ramo.","«Art & Architecture Thesaurus (Getty Research Institute)». Accedido 20 de noviembre de 2018. http://www.getty.edu/research/tools/vocabularies/aat/;CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; «Real Academia Española». Accedido 20 de noviembre de 2018. http://www.rae.es/.","peso, contrapeso",,http://vocab.getty.edu/aat/300264092,http://vocab.getty.edu/aat/300247544,,,,,,,,,,,,,,495--Plomo--Barrita de plomo o de hierro suspendida al extremo de una malla para tensar la arcada que la mantiene  atada a la cuerda del ramo
496,Losange,"Armura derivada de la espiguilla en el sentido de urdimbre y de trama y que forma losanges por medio de una doble inversión de líneas de ligaduras , Motivo en forma de rombo o disposición romboidal",,"Del fr. losange. Ligamento derivado de la espiguilla (sarga) en el sentido de urdimbre y de trama, el cual forma rombos por medio de una doble inversión de líneas de ligaduras. ","CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Burnham, Dorothy. Warp and Weft. A Textile Terminology. Royal Ontario Museum, 1980.",,189,"http://vocab.getty.edu/aat/300264090, http://data.silknow.org/vocabulary/facet/twill",238,,,,,,,,,,,,,,"496--Losange--Armura derivada de la espiguilla en el sentido de urdimbre y de trama y que forma losanges por medio de una doble inversión de líneas de ligaduras , Motivo en forma de rombo o disposición romboidal"
497,Hilo metálico,Hilo de metal estirado en forma cilíndrica,,Hilo de metal que se obtiene trefilando un alambre redondo hasta obtener el grueso deseado.,"CIETA. vocabulario Técnico Tejidos Español, francés, inglés, italiano. Lyon: Centre  International d’Etude des Textiles Anciens, 1963; Castany Saládrigas, Francisco. Análisis de tejidos. Reconocimiento y análisis de fibras textiles, hilos y tejidos. Barcelona: Gustavo Gil S.A., 1944; Carbonell, Antonio, trans. Encyclopedia Metòdica: Fábricas, Artes y Oficios, 2: Fàbricas, Artes y Oficios, Traducidos Del Francés Al Castellano. Imp. de Sancha, 1794. ",hilo de alambre,"189, 279, 270, 628, 627, 97, 125, 179, 613, 56, 73, 88, 89, 97, 95, 124, 129, 146, 329",http://vocab.getty.edu/aat/300231560; http://data.silknow.org/vocabulary/facet/metal_thread,268,http://vocab.getty.edu/aat/300379384,,,,,,,,,,,,,"189, 279, 270,628, 627, 97, 125, 179, 613, 19, 20"
